text,label
I was able to check in quickly| less than 5 minutes. The room was clean and hade enough towels. The food market seriously lacked in service. The register was unmanned for several minutes with 7 people in line.,1
I was say it was extremely frustrating because our keys kept failing to open our room.,0
This hotel is located in a great location! Perfect for me and my family of four.,1
Erratic replenishment of bathroom toiletries was the only irritant,1
Excellent location; we were able to walk to many places and had quick access to subway.,1
Waited in line for 45 minutes to check in. Only one of our rooms was ready. Paid for both and came back later to get keys for the second room. Had to wait another 35-40 minutes just to get the keys. They only had one person running the check in area and a huge line. Couldn't run the water in the bathroom sink for very long as it didn't drain. Toilet didn't work properly either. You could hear all outside noises from room all night.,0
The hotel was in the perfect location - close enough to Times Square but far enough to be away from the noise.  Short walk to the park or subway.  Hotel was very clean; nice bar & deli/store for quick bites and coffee.   Only real complaint is that the bathroom vanity space was little to none.  Would definitely stay here again.,1
Bathroom sink was clogged and it backed up with black gunk. Otherwise| property is lovely and in an ideal location,1
Nice rooms.. Good service!! Very accommodating.  Would definitely stay here again I'm the future.  Great location.,1
Overall good experience. For some reason my 3 nights stay was broken to 2 check-in.I had to come to the desk the second day to register again...,1
I truly enjoy staying here.  So close to so many things.  Great service.,1
I don't like to write reviews!  Our one night stay was just what we needed,1
Great location to see the Christmas sights. Right in the heart of the city,1
We PAID for WiFi| which didn't work| and the phone in the room also did not work| making it difficult to call to ask about the WiFi.  The room was warm and the temperature setting would only go down to 68 degrees.The roll-in shower's shower head pointed at the wall but was too high to move it if you were in a wheel chair. Even so| it was impossible not to soak the entire bathroom floor.The lightning in the room was poor.The curtains were on a push button system| which was a nice touch| but the buttons were relatively high on the wall| not easily accessible from a chair.,0
Absolutely NOT WORTH the star rating - probably will be a 2-3 star for what I can see.  This hotel has been around for ~20+ years.  Price was VERY HIGH for the quality of service you receive. We checked in around 11pm| was quick but lack manners. Upon entering the room| it smelt like sweat.  Horrible| but we were very tired after flying the entire day. Next morning we left for breakfast early and went site seeing. Came back shortly after and saw a housekeeping maid standing outside our room talking on a phone leaning against the wall. The worst thing was what appeared to be fresh clean towels ON THE FLOOR outside our door (see pictures).  What kind of person will put bath / hand towels ON PUBLIC FLOORS!!!!!!! Think about the germs / dirt / fungus etc that's been laying on the public floor and you wipe that onto your body?  Also the bed linens are very course / rough - feels cheap. Check out was bad too. We checked out early. The check out person at the front desk also had bad manners| I gave him the key cards told him my room number. He took the key card| rest by the keyboard and continued to work on other stuff for a minute| w/out saying anything| while looking elsewhere sometime.  No thank you| no nothing. period. First time staying here and will be our last!,0
