review,date,rating
Bathrooms not properly cleaned| carpets are old and dated.,Mar 25| 2019,4
I liked the location| but didn’t like that the elevator was right off of my room and had to listen to it all night.  I suspect this is the case for many of their rooms due to how the hotel was constructed.,Mar 22| 2019,4
Reserved a double Queen and they said it was not guaranteed and they would normally have to charge me extra.   They ended up not charging extra.  Frustrating to even have to discuss it when on expedia the option chosen was double queen.,Mar 20| 2019,2
Nice to have two queen beds in Manhattan for me and my family sharing one room!,Mar 14| 2019,5
Staff was so friendly and very helpful with information about New York.oue son was in the solan letting hospital and the staff was great at changing our rooms at time thank you,Mar 14| 2019,5
Overpriced but under delivers. Had to "reboot" the room key and the excuse was that it was a two night stay. Never heard that before. Didn't want to accept cash for the mini store items. Wanted it on credit card for incidentals. Restaurant service was horrible. Couldn't produce receipt of any type at check out. I'll be choosing another hotel for my next visit.,Mar 11| 2019,3
Their parking policy is disappointed. It's super expensive (65$ US) and the worst thing is you can't even get IN / get OUT  as you want. Which mean once you pay that 65$US.. If you want to take your car to do your things during the day and come back to the hotel... It will be another 65$ US. Total rip off in my opinion.Unfortunately | I was a bit disgusted by the fact that two small towels wasn't clean and it smells like old coffee ... therefore we put them aside..... The room is extremely small dont get fool by their picture.Other than that| for a one night staying..it was okay. nothing more.Wouldn't come back because  it didn't fit our needs during our roadtrip.(parking issue) ..The staff is friendly.,Mar 8| 2019,3
Loved the fridge and microwave in the room. The room we were in was tight not much walking space.,Mar 7| 2019,5
The location was central to most of our activities| the staff was friendly| accommodating and knowledgeable of surrounding neighborhood.,Mar 7| 2019,4
Courteous staffs having a 'can-do' attitude| clean| cozy and quiet room with a firm/nice bed| reasonable price (in terms of NYC) and location which give you tons of good eats| activities and access. Two slight down sides were slow drainage of the faucet and long waiting time for the elevator.,Mar 6| 2019,5
Property was in a good location| it was clean| staff was excellent! It was just small| especially the room!,Mar 4| 2019,5
I clicked "unhappy with Check In" by mistake.  I was very happy with the process.Hotel was clean and the employees were wonderful and very attentive.,Mar 4| 2019,5
The room was very comfortable. They didn’t have included breakfast,Mar 2| 2019,4
Gorgeous| fully equipped rooms. No detail left unimagined. Great value for money.,Mar 2| 2019,5
Excellent option for people that would not spend much time in the room.,Mar 1| 2019,4
The rooms were clean| sleek and felt luxurious.  The staff were incredibly friendly| helpful and response!  I will definitely stay here again and recommend it to anyone| especially with the great price we booked through Expedia.,Feb 26| 2019,5
Good place good service,Feb 23| 2019,5
Tiffany at the front desk made our stay extra enjoyable with great recommendations and a friendly smile!,Feb 21| 2019,5
there was a cold draft at my breakfast table I think coming from above. not very nice.,Feb 19| 2019,4
Good,Feb 16| 2019,4
Ms. Jacqueline was AMAZING! All of the staff was friendly and spoke anytime they saw a guest. They were on top of clean new towels and sheets and even gave extras. It was one of the best stays I’ve ever had in a hotel and I travel a good amount a year!,Feb 14| 2019,5
Was very impressed with the customer service. Had an issue with the microwave in our room and they immediately came and took care of it. Front desk employees were accommodating| helpful and friendly. We had no complaints at all. Thank you,Feb 11| 2019,5
Very convienent location for us. Clean room| friendly staff and a restaurant on site made this a pleasant stay.,Feb 11| 2019,5
The staff was very friendly. Room was nice and comfortable with enough amenities to make staying comfortable,Feb 11| 2019,5
I had to move to another room because there was no tub in my original room. Not happy i had to pay more for another room,Feb 10| 2019,2
Great hotel with all amenities except full biz center. Well trained friendly staff with few exceptions.,Feb 10| 2019,4
Bed was nasty with hair and bottle waters $3.00 and bathroom no heat very cold,Feb 10| 2019,2
The staff were great! Upon checking| the staff upgraded the room,Feb 4| 2019,5
Perfect location for our needs and a very attentive| accommodating staff. I’d stay here again no question!,Feb 3| 2019,5
Great place. Staff is fantastic. Heating broke so we had people in and out which was annoying when we only had one night.,Feb 3| 2019,4
No complimentary water. Charging $3.00 per bottle purchased. Our room wasn’t cleaned after the first night| told front desk & all they did was bring sheets up for us to change ourselves. Very disappointed,Feb 3| 2019,2
Great location- close to subway| within walking distance to Times Square| staff very friendly and helpful,Feb 1| 2019,5
The key room never worked we coudn’t leave the hotel cause each key we get dosn’t work,Jan 31| 2019,1
Room was very clean| including the bathroom. Bed was clean and well made| if a little hard for my taste.  Pillows were plump and clean. Entire staff was friendly and helpful. Would stay there again.,Jan 30| 2019,5
Great location between 2 very useful subway stations.  Rooms are clean| comfortable| and large by NYC standards.  The afternoon cookies are a nice touch too.,Jan 29| 2019,5
This told me that my room was paid in full and then added an additional charge on my bill. I did not use any items that were in the room and no damage was done so i should not have had any additional charges. I called in about it and i was hung up on. I will not be reccommending this location.,Jan 29| 2019,1
Front desk people friendly and helpful. Always smiling and very attentive!,Jan 28| 2019,5
Check in was very easy and fast.  The room was a bit old and couldn't move around.  The king size bed took up most of the room. Coffee was served in the lobby with was nice,Jan 26| 2019,3
It was an ok place. The rooms were definitely smalller than it appeared in the photos. It must have been booked| because the lobby was frequently crowded and the elevators took a long time.,Jan 23| 2019,3
